G,Date,Age,Tm,At,Opp,Point_Dif,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,Player,Pos
43,2023-03-07,26-256,MEM,@,LAL,L (-9),0,18.8,1,4,0.25,0,2,0.0,4,4,1.0,0,7,7,5,0,0,2,1,6,6.8,-1.0,kennalu01,SG
43,2023-03-07,26-256,MEM,@,LAL,L (-9),0,18.8,1,4,0.25,0,2,0.0,4,4,1.0,0,7,7,5,0,0,2,1,6,6.8,-1.0,kennalu01,SG
43,2023-03-07,26-256,MEM,@,LAL,L (-9),0,18.8,1,4,0.25,0,2,0.0,4,4,1.0,0,7,7,5,0,0,2,1,6,6.8,-1.0,kennalu01,SG
44,2023-03-09,26-258,MEM,,GSW,W (+21),0,17.4,2,3,0.667,2,3,0.667,0,0,,0,1,1,2,0,0,0,0,6,6.4,-2.0,kennalu01,SG
44,2023-03-09,26-258,MEM,,GSW,W (+21),0,17.4,2,3,0.667,2,3,0.667,0,0,,0,1,1,2,0,0,0,0,6,6.4,-2.0,kennalu01,SG
44,2023-03-09,26-258,MEM,,GSW,W (+21),0,17.4,2,3,0.667,2,3,0.667,0,0,,0,1,1,2,0,0,0,0,6,6.4,-2.0,kennalu01,SG
45,2023-03-11,26-260,MEM,,DAL,W (+4),0,20.8,3,7,0.429,2,6,0.333,0,0,,0,3,3,1,2,0,0,2,8,7.1,-1.0,kennalu01,SG
45,2023-03-11,26-260,MEM,,DAL,W (+4),0,20.8,3,7,0.429,2,6,0.333,0,0,,0,3,3,1,2,0,0,2,8,7.1,-1.0,kennalu01,SG
45,2023-03-11,26-260,MEM,,DAL,W (+4),0,20.8,3,7,0.429,2,6,0.333,0,0,,0,3,3,1,2,0,0,2,8,7.1,-1.0,kennalu01,SG
46,2023-03-13,26-262,MEM,@,DAL,W (+16),0,17.4,1,5,0.2,0,3,0.0,0,0,,0,2,2,2,0,0,0,2,2,0.1,5.0,kennalu01,SG
46,2023-03-13,26-262,MEM,@,DAL,W (+16),0,17.4,1,5,0.2,0,3,0.0,0,0,,0,2,2,2,0,0,0,2,2,0.1,5.0,kennalu01,SG
46,2023-03-13,26-262,MEM,@,DAL,W (+16),0,17.4,1,5,0.2,0,3,0.0,0,0,,0,2,2,2,0,0,0,2,2,0.1,5.0,kennalu01,SG
47,2023-03-15,26-264,MEM,@,MIA,L (-19),0,19.7,4,6,0.667,4,5,0.8,2,2,1.0,0,2,2,1,1,0,0,2,14,12.9,-1.0,kennalu01,SG
47,2023-03-15,26-264,MEM,@,MIA,L (-19),0,19.7,4,6,0.667,4,5,0.8,2,2,1.0,0,2,2,1,1,0,0,2,14,12.9,-1.0,kennalu01,SG
47,2023-03-15,26-264,MEM,@,MIA,L (-19),0,19.7,4,6,0.667,4,5,0.8,2,2,1.0,0,2,2,1,1,0,0,2,14,12.9,-1.0,kennalu01,SG
48,2023-03-17,26-266,MEM,@,SAS,W (+6),0,31.5,4,7,0.571,4,7,0.571,1,2,0.5,0,2,2,3,4,0,3,2,13,12.2,21.0,kennalu01,SG
48,2023-03-17,26-266,MEM,@,SAS,W (+6),0,31.5,4,7,0.571,4,7,0.571,1,2,0.5,0,2,2,3,4,0,3,2,13,12.2,21.0,kennalu01,SG
48,2023-03-17,26-266,MEM,@,SAS,W (+6),0,31.5,4,7,0.571,4,7,0.571,1,2,0.5,0,2,2,3,4,0,3,2,13,12.2,21.0,kennalu01,SG
49,2023-03-18,26-267,MEM,,GSW,W (+14),0,22.9,5,10,0.5,4,8,0.5,0,0,,0,4,4,5,0,0,1,3,14,11.5,4.0,kennalu01,SG
49,2023-03-18,26-267,MEM,,GSW,W (+14),0,22.9,5,10,0.5,4,8,0.5,0,0,,0,4,4,5,0,0,1,3,14,11.5,4.0,kennalu01,SG
49,2023-03-18,26-267,MEM,,GSW,W (+14),0,22.9,5,10,0.5,4,8,0.5,0,0,,0,4,4,5,0,0,1,3,14,11.5,4.0,kennalu01,SG
50,2023-03-20,26-269,MEM,,DAL,W (+4),0,24.9,4,9,0.444,2,6,0.333,0,0,,1,3,4,1,0,0,0,1,10,7.2,18.0,kennalu01,SG
50,2023-03-20,26-269,MEM,,DAL,W (+4),0,24.9,4,9,0.444,2,6,0.333,0,0,,1,3,4,1,0,0,0,1,10,7.2,18.0,kennalu01,SG
50,2023-03-20,26-269,MEM,,DAL,W (+4),0,24.9,4,9,0.444,2,6,0.333,0,0,,1,3,4,1,0,0,0,1,10,7.2,18.0,kennalu01,SG
51,2023-03-22,26-271,MEM,,HOU,W (+5),0,24.8,3,6,0.5,3,5,0.6,4,4,1.0,2,2,4,1,0,0,1,0,13,11.7,6.0,kennalu01,SG
51,2023-03-22,26-271,MEM,,HOU,W (+5),0,24.8,3,6,0.5,3,5,0.6,4,4,1.0,2,2,4,1,0,0,1,0,13,11.7,6.0,kennalu01,SG
51,2023-03-22,26-271,MEM,,HOU,W (+5),0,24.8,3,6,0.5,3,5,0.6,4,4,1.0,2,2,4,1,0,0,1,0,13,11.7,6.0,kennalu01,SG
52,2023-03-24,26-273,MEM,,HOU,W (+37),0,23.9,10,11,0.909,10,11,0.909,0,0,,0,0,0,3,1,0,0,1,30,29.0,28.0,kennalu01,SG
52,2023-03-24,26-273,MEM,,HOU,W (+37),0,23.9,10,11,0.909,10,11,0.909,0,0,,0,0,0,3,1,0,0,1,30,29.0,28.0,kennalu01,SG
52,2023-03-24,26-273,MEM,,HOU,W (+37),0,23.9,10,11,0.909,10,11,0.909,0,0,,0,0,0,3,1,0,0,1,30,29.0,28.0,kennalu01,SG
53,2023-03-26,26-275,MEM,@,ATL,W (+4),0,22.9,5,10,0.5,4,9,0.444,0,0,,2,5,7,2,1,0,1,1,14,12.9,3.0,kennalu01,SG
53,2023-03-26,26-275,MEM,@,ATL,W (+4),0,22.9,5,10,0.5,4,9,0.444,0,0,,2,5,7,2,1,0,1,1,14,12.9,3.0,kennalu01,SG
53,2023-03-26,26-275,MEM,@,ATL,W (+4),0,22.9,5,10,0.5,4,9,0.444,0,0,,2,5,7,2,1,0,1,1,14,12.9,3.0,kennalu01,SG
54,2023-03-28,26-277,MEM,,ORL,W (+5),0,27.6,6,8,0.75,4,5,0.8,0,0,,0,5,5,5,1,0,1,1,16,17.4,3.0,kennalu01,SG
54,2023-03-28,26-277,MEM,,ORL,W (+5),0,27.6,6,8,0.75,4,5,0.8,0,0,,0,5,5,5,1,0,1,1,16,17.4,3.0,kennalu01,SG
54,2023-03-28,26-277,MEM,,ORL,W (+5),0,27.6,6,8,0.75,4,5,0.8,0,0,,0,5,5,5,1,0,1,1,16,17.4,3.0,kennalu01,SG
55,2023-03-29,26-278,MEM,,LAC,L (-9),1,32.8,5,9,0.556,1,3,0.333,1,1,1.0,1,3,4,2,0,1,0,1,12,11.0,-8.0,kennalu01,SG
55,2023-03-29,26-278,MEM,,LAC,L (-9),1,32.8,5,9,0.556,1,3,0.333,1,1,1.0,1,3,4,2,0,1,0,1,12,11.0,-8.0,kennalu01,SG
55,2023-03-29,26-278,MEM,,LAC,L (-9),1,32.8,5,9,0.556,1,3,0.333,1,1,1.0,1,3,4,2,0,1,0,1,12,11.0,-8.0,kennalu01,SG
56,2023-03-31,26-280,MEM,,LAC,W (+14),0,33.5,6,11,0.545,5,10,0.5,0,0,,0,6,6,1,0,0,3,3,17,10.0,,kennalu01,SG
56,2023-03-31,26-280,MEM,,LAC,W (+14),0,33.5,6,11,0.545,5,10,0.5,0,0,,0,6,6,1,0,0,3,3,17,10.0,,kennalu01,SG
56,2023-03-31,26-280,MEM,,LAC,W (+14),0,33.5,6,11,0.545,5,10,0.5,0,0,,0,6,6,1,0,0,3,3,17,10.0,,kennalu01,SG
57,2023-04-02,26-282,MEM,@,CHI,L (-21),0,27.8,2,7,0.286,2,7,0.286,0,0,,1,2,3,2,0,0,0,2,6,3.8,-5.0,kennalu01,SG
57,2023-04-02,26-282,MEM,@,CHI,L (-21),0,27.8,2,7,0.286,2,7,0.286,0,0,,1,2,3,2,0,0,0,2,6,3.8,-5.0,kennalu01,SG
57,2023-04-02,26-282,MEM,@,CHI,L (-21),0,27.8,2,7,0.286,2,7,0.286,0,0,,1,2,3,2,0,0,0,2,6,3.8,-5.0,kennalu01,SG
58,2023-04-04,26-284,MEM,,POR,W (+10),1,34.1,6,11,0.545,6,10,0.6,2,2,1.0,1,4,5,2,2,0,1,0,20,19.0,24.0,kennalu01,SG
58,2023-04-04,26-284,MEM,,POR,W (+10),1,34.1,6,11,0.545,6,10,0.6,2,2,1.0,1,4,5,2,2,0,1,0,20,19.0,24.0,kennalu01,SG
58,2023-04-04,26-284,MEM,,POR,W (+10),1,34.1,6,11,0.545,6,10,0.6,2,2,1.0,1,4,5,2,2,0,1,0,20,19.0,24.0,kennalu01,SG
59,2023-04-07,26-287,MEM,@,MIL,W (+23),1,32.2,7,9,0.778,5,7,0.714,0,0,,0,4,4,5,0,0,0,2,19,19.4,21.0,kennalu01,SG
59,2023-04-07,26-287,MEM,@,MIL,W (+23),1,32.2,7,9,0.778,5,7,0.714,0,0,,0,4,4,5,0,0,0,2,19,19.4,21.0,kennalu01,SG
59,2023-04-07,26-287,MEM,@,MIL,W (+23),1,32.2,7,9,0.778,5,7,0.714,0,0,,0,4,4,5,0,0,0,2,19,19.4,21.0,kennalu01,SG
1,2022-10-19,21-085,UTA,,DEN,W (+21),0,23.7,5,5,1.0,0,0,,2,6,0.333,2,8,10,1,1,0,1,2,12,12.6,12.0,kesslwa01,C
2,2022-10-21,21-087,UTA,@,MIN,W (+6),0,17.7,2,3,0.667,0,0,,2,3,0.667,3,2,5,2,0,4,1,1,6,9.8,-3.0,kesslwa01,C
3,2022-10-23,21-089,UTA,@,NOP,W (+1),0,22.3,3,6,0.5,0,0,,1,2,0.5,6,3,9,2,0,2,0,2,7,10.7,9.0,kesslwa01,C
4,2022-10-24,21-090,UTA,@,HOU,L (-6),0,8.5,0,1,0.0,0,0,,0,0,,0,1,1,0,1,1,2,4,0,-2.3,0.0,kesslwa01,C
5,2022-10-26,21-092,UTA,,HOU,W (+8),0,11.1,0,1,0.0,0,0,,4,4,1.0,0,1,1,1,0,1,1,2,4,3.2,-4.0,kesslwa01,C
6,2022-11-02,21-099,UTA,@,DAL,L (-3),0,4.0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0,-0.4,-2.0,kesslwa01,C
7,2022-11-04,21-101,UTA,@,LAL,W (+14),0,10.6,4,5,0.8,0,0,,0,0,,3,1,4,0,0,2,0,0,8,9.9,0.0,kesslwa01,C
8,2022-11-06,21-103,UTA,@,LAC,W (+8),0,16.2,2,2,1.0,0,0,,0,0,,1,4,5,0,0,2,0,1,4,6.3,0.0,kesslwa01,C
9,2022-11-07,21-104,UTA,,LAL,W (+23),0,18.2,4,6,0.667,0,0,,0,0,,3,6,9,1,0,2,0,4,8,9.8,8.0,kesslwa01,C
10,2022-11-09,21-106,UTA,@,ATL,W (+6),0,16.3,6,6,1.0,0,0,,0,1,0.0,3,3,6,1,0,3,0,2,12,14.8,14.0,kesslwa01,C
11,2022-11-12,21-109,UTA,@,WAS,L (-9),0,15.3,1,2,0.5,0,0,,0,0,,1,3,4,0,0,0,0,1,2,2.2,15.0,kesslwa01,C
12,2022-11-13,21-110,UTA,@,PHI,L (-7),0,12.0,1,5,0.2,0,0,,0,2,0.0,5,4,9,0,0,3,2,1,2,2.5,13.0,kesslwa01,C
13,2022-11-15,21-112,UTA,,NYK,L (-7),0,17.9,4,4,1.0,0,0,,0,0,,3,4,7,1,1,1,2,2,8,9.7,-8.0,kesslwa01,C
14,2022-11-18,21-115,UTA,,PHO,W (+1),0,20.4,0,3,0.0,0,0,,1,2,0.5,2,1,3,2,1,0,0,3,1,1.4,-18.0,kesslwa01,C
15,2022-11-19,21-116,UTA,@,POR,W (+5),0,10.7,3,3,1.0,0,0,,0,0,,2,3,5,1,0,0,0,1,6,7.7,-6.0,kesslwa01,C
16,2022-11-21,21-118,UTA,@,LAC,L (-7),0,11.9,2,2,1.0,0,0,,0,0,,1,1,2,1,0,0,1,2,4,3.3,-4.0,kesslwa01,C
17,2022-11-23,21-120,UTA,,DET,L (-9),0,21.1,2,2,1.0,0,0,,1,2,0.5,2,5,7,0,0,5,2,5,5,6.4,-4.0,kesslwa01,C
18,2022-11-25,21-122,UTA,@,GSW,L (-11),0,20.7,3,3,1.0,0,0,,2,2,1.0,2,2,4,0,0,3,0,0,8,11.2,2.0,kesslwa01,C
19,2022-11-26,21-123,UTA,@,PHO,L (-1),0,16.8,1,1,1.0,0,0,,1,2,0.5,1,3,4,0,0,0,0,2,3,3.1,0.0,kesslwa01,C
20,2022-11-28,21-125,UTA,,CHI,L (-7),0,5.3,0,0,,0,0,,0,0,,1,2,3,0,0,1,1,0,0,1.0,-3.0,kesslwa01,C
21,2022-11-30,21-127,UTA,,LAC,W (+13),0,21.9,2,3,0.667,0,0,,1,3,0.333,0,4,4,0,0,4,1,3,5,4.7,8.0,kesslwa01,C
22,2022-12-02,21-129,UTA,,IND,W (+20),0,24.9,7,7,1.0,0,0,,6,8,0.75,4,7,11,1,0,2,1,4,20,21.5,4.0,kesslwa01,C
23,2022-12-03,21-130,UTA,,POR,L (-5),0,16.5,4,4,1.0,0,0,,0,0,,2,6,8,0,0,3,0,3,8,10.9,-10.0,kesslwa01,C
24,2022-12-07,21-134,UTA,,GSW,W (+1),1,24.0,5,6,0.833,0,0,,0,0,,4,8,12,1,0,5,1,4,10,14.6,0.0,kesslwa01,C
25,2022-12-09,21-136,UTA,,MIN,L (-10),1,21.4,3,4,0.75,0,0,,0,0,,3,4,7,0,1,0,1,3,6,6.5,0.0,kesslwa01,C
26,2022-12-10,21-137,UTA,@,DEN,L (-5),0,22.1,4,6,0.667,0,0,,2,3,0.667,2,6,8,0,0,3,0,2,10,11.5,4.0,kesslwa01,C
27,2022-12-13,21-140,UTA,,NOP,W (+21),0,23.3,5,10,0.5,0,0,,1,2,0.5,6,10,16,0,0,3,0,2,11,14.1,9.0,kesslwa01,C
28,2022-12-15,21-142,UTA,,NOP,W (+3),0,28.3,4,4,1.0,0,0,,3,4,0.75,2,6,8,1,1,3,2,5,11,12.4,12.0,kesslwa01,C
29,2022-12-17,21-144,UTA,@,MIL,L (-26),0,14.4,2,2,1.0,0,0,,0,0,,1,2,3,1,0,1,0,0,4,6.1,-9.0,kesslwa01,C
30,2022-12-19,21-146,UTA,@,CLE,L (-23),1,25.5,5,5,1.0,0,0,,1,4,0.25,2,4,6,1,1,2,1,5,11,11.0,-9.0,kesslwa01,C
31,2022-12-20,21-147,UTA,@,DET,W (+15),1,27.2,5,7,0.714,0,0,,0,2,0.0,4,4,8,1,0,2,1,3,10,10.2,7.0,kesslwa01,C
32,2022-12-22,21-149,UTA,,WAS,W (+8),1,32.4,5,7,0.714,0,0,,2,2,1.0,5,9,14,1,0,2,1,2,12,15.6,16.0,kesslwa01,C
33,2022-12-26,21-153,UTA,@,SAS,L (-4),1,21.1,2,4,0.5,0,0,,3,6,0.5,2,2,4,0,0,0,0,4,7,4.2,-2.0,kesslwa01,C
34,2022-12-28,21-155,UTA,@,GSW,L (-5),0,20.1,2,4,0.5,0,0,,2,4,0.5,3,3,6,1,0,3,0,1,6,8.6,-4.0,kesslwa01,C
35,2022-12-30,21-157,UTA,@,SAC,L (-1),0,23.5,5,5,1.0,0,0,,1,2,0.5,1,7,8,1,0,0,1,2,11,10.8,17.0,kesslwa01,C
36,2022-12-31,21-158,UTA,,MIA,L (-3),0,30.4,2,6,0.333,0,0,,1,2,0.5,6,6,12,0,1,3,1,2,5,8.5,8.0,kesslwa01,C
37,2023-01-03,21-161,UTA,,SAC,L (-2),0,17.4,2,3,0.667,0,0,,2,2,1.0,1,6,7,0,2,1,1,3,6,7.7,-5.0,kesslwa01,C
38,2023-01-05,21-163,UTA,@,HOU,W (+17),0,17.3,4,6,0.667,0,0,,0,0,,2,2,4,1,1,2,0,1,8,10.1,6.0,kesslwa01,C
39,2023-01-07,21-165,UTA,@,CHI,L (-8),0,13.3,2,3,0.667,0,0,,0,0,,2,5,7,1,0,0,1,5,4,3.3,-1.0,kesslwa01,C
40,2023-01-08,21-166,UTA,@,MEM,L (-5),0,23.5,5,7,0.714,0,0,,0,0,,3,8,11,1,0,6,1,1,10,15.1,-6.0,kesslwa01,C
41,2023-01-10,21-168,UTA,,CLE,W (+2),1,30.4,3,9,0.333,0,0,,0,0,,6,5,11,2,0,1,1,4,6,6.1,6.0,kesslwa01,C
42,2023-01-13,21-171,UTA,,ORL,W (+4),1,26.9,5,6,0.833,0,0,,3,6,0.5,7,2,9,0,2,7,2,3,13,18.8,-1.0,kesslwa01,C
43,2023-01-14,21-172,UTA,,PHI,L (-1),1,31.8,7,7,1.0,0,0,,1,1,1.0,3,9,12,0,1,2,1,1,15,18.7,-5.0,kesslwa01,C
44,2023-01-16,21-174,UTA,@,MIN,W (+1),1,31.1,9,13,0.692,0,0,,2,4,0.5,9,12,21,4,0,2,1,1,20,26.4,0.0,kesslwa01,C
45,2023-01-18,21-176,UTA,,LAC,W (+23),1,28.4,6,9,0.667,0,0,,1,2,0.5,4,7,11,3,1,2,1,1,13,16.7,15.0,kesslwa01,C
46,2023-01-20,21-178,UTA,,BKN,L (-11),1,24.6,1,4,0.25,0,0,,0,2,0.0,3,3,6,0,1,1,0,2,2,2.7,-14.0,kesslwa01,C
47,2023-01-23,21-181,UTA,,CHA,W (+18),1,22.5,5,6,0.833,0,0,,3,4,0.75,4,5,9,0,0,0,2,5,13,10.7,15.0,kesslwa01,C
48,2023-01-25,21-183,UTA,@,POR,L (-10),1,18.4,3,4,0.75,0,0,,0,2,0.0,2,3,5,2,0,1,2,3,6,4.8,-11.0,kesslwa01,C
49,2023-01-28,21-186,UTA,,DAL,W (+8),1,25.1,6,7,0.857,0,0,,2,4,0.5,2,9,11,2,0,5,0,1,14,19.3,9.0,kesslwa01,C
50,2023-02-01,21-190,UTA,,TOR,W (+3),1,29.9,8,10,0.8,0,0,,1,3,0.333,7,7,14,1,1,7,1,3,17,23.8,4.0,kesslwa01,C
51,2023-02-03,21-192,UTA,,ATL,L (-7),1,17.7,1,2,0.5,0,0,,0,0,,1,4,5,0,2,1,1,3,2,3.4,-15.0,kesslwa01,C
52,2023-02-06,21-195,UTA,,DAL,L (-13),1,26.8,6,9,0.667,0,0,,1,1,1.0,4,5,9,1,1,3,1,1,13,15.8,-8.0,kesslwa01,C
53,2023-02-08,21-197,UTA,,MIN,L (-25),1,30.2,6,10,0.6,0,0,,4,5,0.8,4,5,9,1,1,3,0,0,16,19.1,-19.0,kesslwa01,C
54,2023-02-10,21-199,UTA,@,TOR,W (+6),1,32.4,10,12,0.833,0,0,,3,7,0.429,4,5,9,1,0,0,0,1,23,21.6,2.0,kesslwa01,C
55,2023-02-11,21-200,UTA,@,NYK,L (-6),1,35.2,2,3,0.667,0,0,,0,0,,4,11,15,1,0,2,1,3,4,8.7,0.0,kesslwa01,C
56,2023-02-13,21-202,UTA,@,IND,W (+6),1,19.2,3,3,1.0,0,0,,0,0,,0,5,5,0,2,2,2,4,6,6.4,-2.0,kesslwa01,C
57,2023-02-15,21-204,UTA,@,MEM,L (-6),1,32.5,4,8,0.5,0,0,,2,3,0.667,6,8,14,0,0,3,3,2,10,10.5,-1.0,kesslwa01,C
58,2023-02-23,21-212,UTA,,OKC,W (+1),1,37.0,3,4,0.75,1,1,1.0,0,2,0.0,4,14,18,2,0,7,0,2,7,17.1,8.0,kesslwa01,C
59,2023-02-25,21-214,UTA,,SAS,W (+16),1,27.0,4,6,0.667,0,0,,1,2,0.5,2,10,12,2,1,5,0,1,9,15.9,10.0,kesslwa01,C
60,2023-02-28,21-217,UTA,,SAS,L (-8),1,32.6,4,7,0.571,0,0,,2,4,0.5,6,9,15,2,0,2,0,5,10,13.6,5.0,kesslwa01,C
61,2023-03-03,21-220,UTA,@,OKC,L (-27),1,25.2,5,5,1.0,0,0,,0,0,,3,8,11,0,0,4,1,2,10,14.0,-13.0,kesslwa01,C
62,2023-03-05,21-222,UTA,@,OKC,L (-10),1,31.6,8,11,0.727,0,1,0.0,1,2,0.5,4,6,10,0,0,5,2,3,17,17.0,-5.0,kesslwa01,C
63,2023-03-09,21-226,UTA,@,ORL,W (+7),1,31.7,5,5,1.0,0,0,,3,3,1.0,4,6,10,3,0,3,3,3,13,16.1,15.0,kesslwa01,C
64,2023-03-11,21-228,UTA,@,CHA,W (+8),1,31.8,8,10,0.8,0,0,,1,2,0.5,8,8,16,1,0,3,1,2,17,21.8,17.0,kesslwa01,C
65,2023-03-13,21-230,UTA,@,MIA,L (-4),1,30.0,3,4,0.75,0,0,,1,2,0.5,2,7,9,1,0,1,0,3,7,8.7,-11.0,kesslwa01,C
66,2023-03-18,21-235,UTA,,BOS,W (+1),1,34.2,5,7,0.714,0,0,,2,5,0.4,8,6,14,1,0,3,0,2,12,17.3,15.0,kesslwa01,C
67,2023-03-20,21-237,UTA,,SAC,W (+8),1,30.0,4,6,0.667,0,0,,2,4,0.5,2,6,8,2,0,5,1,3,10,12.5,7.0,kesslwa01,C
68,2023-03-22,21-239,UTA,,POR,L (-12),1,23.7,4,6,0.667,0,0,,0,3,0.0,2,3,5,1,0,3,0,1,8,8.9,-19.0,kesslwa01,C
69,2023-03-24,21-241,UTA,,MIL,L (-28),1,16.7,3,6,0.5,0,0,,1,2,0.5,3,5,8,2,0,2,0,4,7,8.4,-16.0,kesslwa01,C
70,2023-03-25,21-242,UTA,@,SAC,L (-8),1,33.8,14,16,0.875,0,0,,3,6,0.5,4,7,11,2,1,1,1,4,31,29.6,-2.0,kesslwa01,C
71,2023-03-27,21-244,UTA,,PHO,L (-14),1,29.9,8,10,0.8,0,0,,2,5,0.4,1,7,8,1,1,7,0,2,18,21.6,7.0,kesslwa01,C
72,2023-03-29,21-246,UTA,@,SAS,W (+11),1,20.9,4,8,0.5,0,0,,1,1,1.0,3,7,10,4,0,2,1,1,9,12.0,20.0,kesslwa01,C
73,2023-03-31,21-248,UTA,@,BOS,L (-8),1,33.9,10,13,0.769,0,0,,0,0,,5,5,10,2,0,3,2,1,20,21.0,-3.0,kesslwa01,C
74,2023-04-02,21-250,UTA,@,BKN,L (-1),1,21.6,3,5,0.6,0,1,0.0,0,2,0.0,4,4,8,0,0,0,0,1,6,6.5,-4.0,kesslwa01,C
1,2022-10-21,25-249,DET,@,NYK,L (-24),0,4.7,1,1,1.0,0,0,,2,2,1.0,0,0,0,0,0,0,0,0,4,3.7,-3.0,keybr01,SF
2,2022-11-02,25-261,DET,@,MIL,L (-25),0,2.2,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,0.3,3.0,keybr01,SF
3,2022-11-25,25-284,DET,@,PHO,L (-6),0,2.2,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,-3.0,keybr01,SF
1,2023-04-09,24-003,PHI,@,BKN,W (+29),0,28.8,8,13,0.615,4,8,0.5,0,1,0.0,2,2,4,2,1,0,2,4,20,14.5,2.0,kinglo02,PF
1,2022-11-04,23-246,WAS,,BKN,L (-42),0,18.1,0,6,0.0,0,5,0.0,2,2,1.0,0,1,1,2,0,0,2,0,2,-2.5,-9.0,kispeco01,SF
2,2022-11-06,23-248,WAS,@,MEM,L (-6),1,23.8,3,6,0.5,0,3,0.0,0,1,0.0,0,3,3,3,0,0,0,0,6,5.6,-15.0,kispeco01,SF
3,2022-11-07,23-249,WAS,@,CHA,W (+8),1,19.2,3,4,0.75,1,2,0.5,1,1,1.0,0,3,3,1,0,0,1,4,8,5.4,-7.0,kispeco01,SF
4,2022-11-10,23-252,WAS,,DAL,W (+8),1,23.4,2,4,0.5,1,2,0.5,2,2,1.0,0,0,0,1,2,0,0,1,7,7.3,5.0,kispeco01,SF
5,2022-11-12,23-254,WAS,,UTA,W (+9),1,28.8,6,6,1.0,4,4,1.0,2,2,1.0,0,4,4,2,1,0,0,2,18,19.0,14.0,kispeco01,SF
6,2022-11-13,23-255,WAS,,MEM,W (+10),1,32.0,5,8,0.625,2,2,1.0,0,0,,0,2,2,1,2,0,1,0,12,10.7,13.0,kispeco01,SF
7,2022-11-16,23-258,WAS,,OKC,L (-1),0,11.2,1,3,0.333,0,2,0.0,0,0,,0,0,0,2,0,0,2,1,2,-0.7,-20.0,kispeco01,SF
8,2022-11-18,23-260,WAS,,MIA,W (+1),0,38.5,6,9,0.667,5,8,0.625,0,0,,2,2,4,3,2,0,0,2,17,18.4,8.0,kispeco01,SF
9,2022-11-20,23-262,WAS,,CHA,W (+4),1,32.3,4,7,0.571,2,3,0.667,4,4,1.0,2,4,6,3,0,1,0,0,14,16.1,19.0,kispeco01,SF
10,2022-11-23,23-265,WAS,@,MIA,L (-8),1,39.4,3,8,0.375,2,6,0.333,0,0,,1,1,2,2,1,0,2,1,8,4.6,-5.0,kispeco01,SF
11,2022-11-25,23-267,WAS,@,MIA,L (-3),1,34.5,2,9,0.222,1,7,0.143,0,1,0.0,2,0,2,4,1,0,1,2,5,2.5,-9.0,kispeco01,SF
12,2022-11-27,23-269,WAS,@,BOS,L (-9),1,21.9,3,8,0.375,1,3,0.333,1,2,0.5,0,1,1,0,0,0,0,1,8,3.1,-18.0,kispeco01,SF
13,2022-11-28,23-270,WAS,,MIN,W (+15),0,19.6,4,4,1.0,2,2,1.0,1,2,0.5,0,1,1,1,0,0,0,1,11,10.0,19.0,kispeco01,SF
14,2022-11-30,23-272,WAS,@,BKN,L (-6),0,21.9,3,5,0.6,1,3,0.333,1,2,0.5,0,2,2,0,0,1,1,3,8,4.4,-4.0,kispeco01,SF
15,2022-12-02,23-274,WAS,@,CHA,L (-1),0,31.4,5,8,0.625,4,7,0.571,0,0,,1,4,5,1,1,1,0,4,14,13.1,17.0,kispeco01,SF
16,2022-12-04,23-276,WAS,,LAL,L (-11),0,29.6,6,8,0.75,4,6,0.667,0,0,,0,1,1,2,0,0,0,2,16,13.7,-11.0,kispeco01,SF
17,2022-12-07,23-279,WAS,@,CHI,L (-4),1,30.1,4,8,0.5,2,5,0.4,0,0,,1,2,3,1,2,0,2,2,10,7.2,-13.0,kispeco01,SF
18,2022-12-09,23-281,WAS,@,IND,L (-10),1,32.0,3,7,0.429,0,4,0.0,2,3,0.667,1,3,4,2,0,0,1,4,8,4.3,1.0,kispeco01,SF
19,2022-12-10,23-282,WAS,,LAC,L (-7),1,42.9,3,11,0.273,1,5,0.2,0,0,,2,3,5,1,0,0,0,0,7,3.5,-9.0,kispeco01,SF
20,2022-12-12,23-284,WAS,,BKN,L (-12),1,35.6,3,11,0.273,2,6,0.333,1,1,1.0,2,2,4,1,1,0,1,1,9,4.8,-26.0,kispeco01,SF
21,2022-12-14,23-286,WAS,@,DEN,L (-13),1,34.6,6,10,0.6,4,6,0.667,0,0,,0,1,1,2,0,1,0,3,16,12.6,-1.0,kispeco01,SF
22,2022-12-17,23-289,WAS,@,LAC,L (-9),1,32.9,3,8,0.375,1,4,0.25,0,0,,1,1,2,1,0,0,1,3,7,2.1,-9.0,kispeco01,SF
23,2022-12-18,23-290,WAS,@,LAL,L (-2),0,16.7,2,5,0.4,1,4,0.25,1,1,1.0,0,1,1,1,0,0,0,1,6,3.9,-14.0,kispeco01,SF
24,2022-12-20,23-292,WAS,@,PHO,W (+3),0,18.3,2,5,0.4,1,3,0.333,1,2,0.5,0,2,2,0,0,0,0,0,6,3.5,-12.0,kispeco01,SF
25,2022-12-22,23-294,WAS,@,UTA,L (-8),1,37.3,4,8,0.5,2,5,0.4,2,2,1.0,0,2,2,2,1,0,0,1,12,10.6,-3.0,kispeco01,SF
